libgomp1:amd64	16-20260322-1ubuntu1
libgpg-error0:amd64	1.58-2
libgpgme11t64:amd64	1.24.2-3ubuntu1
libgpgme45:amd64	2.0.1-2build1
libgpm2:amd64	1.20.7-12build1
libgprofng0:amd64	2.46-3ubuntu2
libgraphite2-3:amd64	1.3.14-11ubuntu1.1
libgsasl18:amd64	2.2.2-4ubuntu1.1
libgssapi-krb5-2:amd64	1.22.1-2ubuntu4.1
libgssglue1:amd64	0.9-2
libgssrpc4t64:amd64	1.22.1-2ubuntu4.1
libgstreamer-plugins-base1.0-0:amd64	1.28.2-1
libgstreamer-plugins-good1.0-0:amd64	1.26.5-1ubuntu2.3
libgstreamer1.0-0:amd64	1.28.2-1
libgtk-3-0t64:amd64	3.24.52-0ubuntu1
libgtk-3-bin	3.24.52-0ubuntu1
libgtk-3-common	3.24.52-0ubuntu1
libgtk2.0-0t64:amd64	2.24.33-10
libgtk2.0-bin	2.24.33-10
libgtk2.0-common	2.24.33-10
libgudev-1.0-0:amd64	1:238-7build1
libharfbuzz0b:amd64	12.3.2-2
libheif-plugin-aomdec:amd64	1.21.2-3ubuntu0.3
libheif-plugin-aomenc:amd64	1.21.2-3ubuntu0.3
libheif1:amd64	1.21.2-3ubuntu0.3
libhogweed6t64:amd64	3.10.2-1
libhwasan0:amd64	16-20260322-1ubuntu1
libhwy1t64:amd64	1.3.0-2
libibus-1.0-5:amd64	1.5.34~rc2-1
libibverbs1:amd64	61.0-2ubuntu3
libice-dev:amd64	2:1.1.1-1build1
libice6:amd64	2:1.1.1-1build1
libicu76:amd64	76.1-4ubuntu2
libicu78:amd64	78.2-2ubuntu1
libidn12:amd64	1.43-2ubuntu0.26.04.1
libidn2-0:amd64	2.3.8-4build1
libiec61883-0:amd64	1.2.0-8
libimagequant0:amd64	4.4.1-1
libimobiledevice-1.0-6:amd64	1.4.0-1build1
libimobiledevice-glue-1.0-0	1.3.2-2build1
libinih1:amd64	61-1ubuntu1
libinput-bin	1.31.1-1ubuntu1.1
libinput10:amd64	1.31.1-1ubuntu1.1
libintl-perl	1.37-1
libintl-xs-perl	1.37-1
libip4tc2:amd64	1.8.11-2ubuntu3
libip6tc2:amd64	1.8.11-2ubuntu3
libiscsi7:amd64	1.20.0-4build1
libisl23:amd64	0.27-1build1
libisns0t64:amd64	0.101-2.1
libisoburn1t64:amd64	1:1.5.6-1.1ubuntu4
libisofs6t64:amd64	1.5.6.pl01-1.1ubuntu3
libitm1:amd64	16-20260322-1ubuntu1
libjack-jackd2-0:amd64	1.9.22~dfsg-5build1
libjansson4:amd64	2.14-2build4
libjbig0:amd64	2.1-6.1ubuntu3
libjemalloc2:amd64	5.3.0-4
libjpeg-turbo8:amd64	2.1.5-4ubuntu4
libjpeg8:amd64	8c-2ubuntu12
libjq1:amd64	1.8.1-4ubuntu2
libjs-jquery	3.6.1+dfsg+~3.5.14-1
libjs-sphinxdoc	8.2.3-12
libjson-c5:amd64	0.18+ds-3
libjson-glib-1.0-0:amd64	1.10.8+ds-2
libjson-glib-1.0-common	1.10.8+ds-2
libjson-perl	4.10000-1
libjson-xs-perl	4.040-1
libjxl0.11:amd64	0.11.1-6ubuntu4.2
libk5crypto3:amd64	1.22.1-2ubuntu4.1
libkadm5clnt-mit12:amd64	1.22.1-2ubuntu4.1
libkadm5srv-mit12:amd64	1.22.1-2ubuntu4.1
libkdb5-10t64:amd64	1.22.1-2ubuntu4.1
libkeyutils1:amd64	1.6.3-6ubuntu3
libklibc:amd64	2.0.14-1ubuntu2
libkmod2:amd64	34.2-2ubuntu2
libkrb5-3:amd64	1.22.1-2ubuntu4.1
libkrb5support0:amd64	1.22.1-2ubuntu4.1
libksba8:amd64	1.6.7-2build1
libkyotocabinet16v5:amd64	1.2.80-2build1
liblastlog2-2:amd64	2.41.3-3ubuntu2
liblcms2-2:amd64	2.17-1ubuntu0.2
libldap-common	2.6.10+dfsg-1ubuntu5
libldap2:amd64	2.6.10+dfsg-1ubuntu5
libldb2:amd64	2:2.11.0+samba4.23.6+dfsg-1ubuntu2.2
liblerc4:amd64	4.0.0+ds-5ubuntu2
libllhttp9.3	9.3.3~really9.3.0+~cs12.11.8-3build1
libllvm20:amd64	1:20.1.8-2ubuntu8
libllvm21:amd64	1:21.1.8-6ubuntu1
liblmdb0:amd64	0.9.31-1build2
liblocale-gettext-perl	1.07-8
liblsan0:amd64	16-20260322-1ubuntu1
libltdl7:amd64	2.5.4-9
liblua5.4-0:amd64	5.4.8-1build1
liblvm2cmd2.03:amd64	2.03.31-2ubuntu3
liblz4-1:amd64	1.10.0-8
liblzf1:amd64	3.6-4build1
liblzma5:amd64	5.8.3-1
liblzo2-2:amd64	2.10-3build2
libmagic-mgc	1:5.46-5build2
libmagic1t64:amd64	1:5.46-5build2
libmailutils9t64:amd64	1:3.20-3build1
libmaxminddb0:amd64	1.12.2-1build2
libmbim-glib4:amd64	1.32.0-2ubuntu1
libmbim-proxy	1.32.0-2ubuntu1
libmbim-utils	1.32.0-2ubuntu1
libmd0:amd64	1.1.0-2build4
libmd4c0:amd64	0.5.2-2build1
libmm-glib0:amd64	1.25.95-1ubuntu1
libmnl0:amd64	1.0.5-3build1
libmodule-find-perl	0.17-1
libmount1:amd64	2.41.3-3ubuntu2
libmp3lame0:amd64	3.101~svn6525+dfsg-2
libmpathcmd0	0.14.3-2ubuntu1
libmpathpersist0	0.14.3-2ubuntu1
libmpc3:amd64	1.3.1-3
libmpfr6:amd64	4.2.2-3
libmpg123-0t64:amd64	1.33.3-2
libmspack0t64:amd64	0.11-1.1build2
libmtdev1t64:amd64	1.1.7-1build1
libmu-dbm9t64:amd64	1:3.20-3build1
libmultipath0	0.14.3-2ubuntu1
libmysqlclient24:amd64	8.4.10-0ubuntu0.26.04.1
libncurses6:amd64	6.6+20251231-1
libncursesw6:amd64	6.6+20251231-1
libndctl6:amd64	81-1ubuntu1
libndp0:amd64	1.9-1build1
libnetfilter-conntrack3:amd64	1.1.1-1
libnetplan1:amd64	1.2-1ubuntu5
libnettle8t64:amd64	3.10.2-1
libnewt0.52:amd64	0.52.25-1ubuntu3
libnfnetlink0:amd64	1.0.2-3build1
libnfs14:amd64	5.0.2-1ubuntu1.1
libnfsidmap1:amd64	1:2.8.5-1ubuntu1
libnftables1:amd64	1.1.6-1
libnftnl11:amd64	1.3.1-1
libnghttp2-14:amd64	1.68.0-2ubuntu0.2
libnl-3-200:amd64	3.12.0-2
libnl-genl-3-200:amd64	3.12.0-2
libnl-route-3-200:amd64	3.12.0-2
libnm0:amd64	1.54.3-2ubuntu3
libnode127:amd64	22.22.1+dfsg+~cs22.19.15-1ubuntu1
libnpth0t64:amd64	1.8-3build1
libnspr4:amd64	2:4.38.2-1ubuntu1
libnss-mymachines:amd64	259.5-0ubuntu3.4
libnss-systemd:amd64	259.5-0ubuntu3.4
libnss-winbind:amd64	2:4.23.6+dfsg-1ubuntu2.2
libnss3:amd64	2:3.120-1ubuntu2.1
libntfs-3g89t64:amd64	1:2022.10.3-5ubuntu1.1
libntlm0:amd64	1.8-6
libnuma1:amd64	2.0.19-1build1
libnvme1t64:amd64	1.16.1-4
libogg0:amd64	1.3.6-2
libonig5:amd64	6.9.10-1build1
libopengl0:amd64	1.7.0-3
libopeniscsiusr	2.1.11-3ubuntu3
libopenjp2-7:amd64	2.5.4-1ubuntu0.1
libopus0:amd64	1.6.1-1
liborc-0.4-0t64:amd64	1:0.4.42-2
libp11-kit0:amd64	0.26.2-2
libpackagekit-glib2-18:amd64	1.3.4-3ubuntu1.1
libpam-cap:amd64	1:2.75-10ubuntu2
libpam-modules:amd64	1.7.0-5ubuntu3.1
libpam-modules-bin	1.7.0-5ubuntu3.1
libpam-runtime	1.7.0-5ubuntu3.1
libpam-systemd:amd64	259.5-0ubuntu3.4
libpam-winbind:amd64	2:4.23.6+dfsg-1ubuntu2.2
libpam0g:amd64	1.7.0-5ubuntu3.1
libpango-1.0-0:amd64	1.57.0-1
libpangocairo-1.0-0:amd64	1.57.0-1
libpangoft2-1.0-0:amd64	1.57.0-1
libparted2t64:amd64	3.6-6
libpcap0.8t64:amd64	1.10.6-1ubuntu1
libpci3:amd64	1:3.14.0-1build2
libpciaccess0:amd64	0.18.1-1ubuntu4.1
libpcp-archive1	7.1.1-1
libpcp-gui2	7.1.1-1
libpcp-import1	7.1.1-1
libpcp-mmv1	7.1.1-1
libpcp-pmda-perl	7.1.1-1
libpcp-pmda3	7.1.1-1
libpcp-trace2	7.1.1-1
libpcp-web1	7.1.1-1
libpcp3	7.1.1-1
libpcp4	7.1.1-1
libpcre2-16-0:amd64	10.46-1build1
